2022-06-09 09:07:47.575 [springSessionRedisMessageListenerContainer-6] WARN  o.s.s.data.redis.RedisIndexedSessionRepository Unable to publish SessionDestroyedEvent for session 4d63e9b4-d591-465f-bf6e-4bb6efcd1359
2022-06-09 09:23:58.822 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'authenticator' of type [org.apache.shiro.authc.pam.ModularRealmAuthenticator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.828 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'authorizer' of type [org.apache.shiro.authz.ModularRealmAuthorizer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.834 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'sessionManager' of type [org.apache.shiro.web.session.mgt.ServletContainerSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.841 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.933 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.951 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lock4j-com.baomidou.lock.spring.boot.autoconfigure.Lock4jProperties' of type [com.baomidou.lock.spring.boot.autoconfigure.Lock4jProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.956 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.lock.spring.boot.autoconfigure.LockAutoConfiguration' of type [com.baomidou.lock.spring.boot.autoconfigure.LockAutoConfiguration$$EnhancerBySpringCGLIB$$a5b1b98e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.986 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lockFailureStrategy' of type [com.baomidou.lock.DefaultLockFailureStrategy] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:58.994 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.lock.spring.boot.autoconfigure.RedisTemplateLockAutoConfiguration' of type [com.baomidou.lock.spring.boot.autoconfigure.RedisTemplateLockAutoConfiguration$$EnhancerBySpringCGLIB$$eca7ea3d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.002 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration' of type [org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.014 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'stringRedisTemplate' of type [org.springframework.data.redis.core.StringRedisTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.108 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'redisTemplateLockExecutor' of type [com.baomidou.lock.executor.RedisTemplateLockExecutor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.119 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lockTemplate' of type [com.baomidou.lock.LockTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.130 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lockKeyBuilder' of type [com.baomidou.lock.DefaultLockKeyBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.142 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lockInterceptor' of type [com.baomidou.lock.aop.LockInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.148 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'lockAnnotationAdvisor' of type [com.baomidou.lock.aop.LockAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.472 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'shiroFilterChainDefinition' of type [org.apache.shiro.spring.web.config.DefaultShiroFilterChainDefinition] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.520 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.session.SessionAutoConfiguration$ServletSessionConfiguration' of type [org.springframework.boot.autoconfigure.session.SessionAutoConfiguration$ServletSessionConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.569 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties' of type [org.springframework.boot.autoconfigure.web.ServerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.594 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'cookieSerializer' of type [org.springframework.session.web.http.DefaultCookieSerializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.629 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'redisSessionConfig' of type [com.x.config.mvc.RedisSessionConfig$$EnhancerBySpringCGLIB$$462ae6be] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.643 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'springSessionDefaultRedisSerializer' of type [com.x.config.shiro.ShiroRedisSerializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.663 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.session.data.redis.config.annotation.web.http.RedisHttpSessionConfiguration' of type [org.springframework.session.data.redis.config.annotation.web.http.RedisHttpSessionConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.718 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'sessionRepository' of type [org.springframework.session.data.redis.RedisIndexedSessionRepository] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.756 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'springSessionRepositoryFilter' of type [org.springframework.session.web.http.SessionRepositoryFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.771 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'requestContextFilter' of type [org.springframework.boot.web.servlet.filter.OrderedRequestContextFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.799 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.813 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'formContentFilter' of type [org.springframework.boot.web.servlet.filter.OrderedFormContentFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.837 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.848 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'characterEncodingFilter' of type [org.springframework.boot.web.servlet.filter.OrderedCharacterEncodingFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.870 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.apache.shiro.spring.config.web.autoconfigure.ShiroWebFilterConfiguration' of type [org.apache.shiro.spring.config.web.autoconfigure.ShiroWebFilterConfiguration$$EnhancerBySpringCGLIB$$e1377630] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:23:59.908 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'globalFilters' of type [java.util.Collections$SingletonList] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-09 09:24:01.198 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8080 (http)
2022-06-09 09:24:01.241 [main] INFO  org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8080"]
2022-06-09 09:24:01.243 [main] INFO  org.apache.catalina.core.StandardService Starting service [Tomcat]
2022-06-09 09:24:01.246 [main] INFO  org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.43]
2022-06-09 09:24:01.741 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2022-06-09 09:24:01.743 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 14271 ms
2022-06-09 09:24:02.638 [main] INFO  org.mongodb.driver.cluster Cluster created with settings {hosts=[127.0.0.1:13001], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-06-09 09:24:02.990 [cluster-ClusterId{value='62a14bb2da76a677bac76b3c', description='null'}-127.0.0.1:13001] INFO  org.mongodb.driver.connection Opened connection [connectionId{localValue:1, serverValue:30}] to 127.0.0.1:13001
2022-06-09 09:24:02.991 [cluster-ClusterId{value='62a14bb2da76a677bac76b3c', description='null'}-127.0.0.1:13001] INFO  org.mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:13001, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=7, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=83348000}
2022-06-09 09:24:03.020 [cluster-rtt-ClusterId{value='62a14bb2da76a677bac76b3c', description='null'}-127.0.0.1:13001] INFO  org.mongodb.driver.connection Opened connection [connectionId{localValue:2, serverValue:29}] to 127.0.0.1:13001
2022-06-09 09:24:06.246 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure Init DruidDataSource
2022-06-09 09:24:07.556 [main] INFO  com.alibaba.druid.pool.DruidDataSource {dataSource-1} inited
2022-06-09 09:24:13.716 [main] WARN  c.baomidou.mybatisplus.core.toolkit.ReflectionKit Warn: StaffServiceImpl not set the actual class on superclass generic parameter
2022-06-09 09:24:13.738 [main] WARN  c.baomidou.mybatisplus.core.toolkit.ReflectionKit Warn: StaffRoleServiceImpl not set the actual class on superclass generic parameter
2022-06-09 09:24:13.746 [main] WARN  c.b.mybatisplus.core.metadata.TableInfoHelper Can not find table primary key in Class: "com.x.data.po.StaffRole".
2022-06-09 09:24:14.259 [main] INFO  com.x.service.impl.WxPayServiceImpl wxPayService init success
2022-06-09 09:24:22.422 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2022-06-09 09:24:24.088 [main] INFO  org.apache.coyote.http11.Http11NioProtocol Starting ProtocolHandler ["http-nio-8080"]
2022-06-09 09:24:24.150 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer Tomcat started on port(s): 8080 (http) with context path ''
2022-06-09 09:24:27.047 [main] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2022-06-09 09:24:27.066 [main] INFO  com.x.Application Started Application in 42.139 seconds (JVM running for 45.271)
2022-06-09 09:27:22.338 [http-nio-8080-exec-4] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-09 09:27:22.339 [http-nio-8080-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-09 09:27:22.344 [http-nio-8080-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet Completed initialization in 5 ms
2022-06-09 09:27:22.562 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
异常:还未登陆
耗时:14
2022-06-09 09:27:24.122 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NTiEYWU3M5Uvdt7DiqbarNdzF","accessKeySecret":"2iB8HPxq8LeeAg5BZQ6DXhSNv1ujSn4tcT2bUW4hTYSq","expiration":"2022-06-09T02:27:23Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5fcDuPjuOxsgpedZlKGoGkkbu5eoaHRpDz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQd48EKtzcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAGOo/LEfV3eFivkZew/Mw0/zfjQaRdDUB+HRGM58RydvFxHXAjD4D+2FACpvlyXJM18nYLXQk8IHk1X7J/cLHZOR+7tk59ClF/tDC1frxA76IfG1kA4XmNUkhCyRn5kjKdkyOOFGj/4AI7ZOSn8RQXk45jZBgGkx6kbcGrNxs909Q=="}
耗时:1579
2022-06-09 09:27:26.041 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198470
2022-06-09 09:27:26.046 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198522
2022-06-09 09:27:26.050 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198537
2022-06-09 09:27:26.053 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198549
2022-06-09 09:27:26.055 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198559
2022-06-09 09:27:26.060 [http-nio-8080-exec-7] WARN  com.alibaba.druid.pool.DruidAbstractDataSource discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/yizhixin?characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&transformedBitIsBoolean=true&useUnicode=true&serverTimezone=Asia/Shanghai&allowMultiQueries=true&useAffectedRows=true, version : 1.2.5, lastPacketReceivedIdleMillis : 198574
2022-06-09 09:27:26.689 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
POST请求/staff/session
参数:{"password":"7dd75c55c0f3a84969cacc5fcdbbd980","phone":"13880605659"}
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:896
2022-06-09 09:27:26.878 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 09:27:30.508 [http-nio-8080-exec-6] INFO  org.mongodb.driver.connection Opened connection [connectionId{localValue:3, serverValue:31}] to 127.0.0.1:13001
2022-06-09 09:27:30.860 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=XGS6kHpV0BVpGqA04utP9WE4lkY%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=yDXP3aCOPhXKIA%2FcoWqgj5YMMmI%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=XGS6kHpV0BVpGqA04utP9WE4lkY%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=yDXP3aCOPhXKIA%2FcoWqgj5YMMmI%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=XGS6kHpV0BVpGqA04utP9WE4lkY%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=yDXP3aCOPhXKIA%2FcoWqgj5YMMmI%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=XGS6kHpV0BVpGqA04utP9WE4lkY%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741650&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=yDXP3aCOPhXKIA%2FcoWqgj5YMMmI%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:554
2022-06-09 09:27:34.329 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:91
2022-06-09 09:27:36.862 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=2J67rfG8z9C0aJyRn5lSTX4jfxA%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=rO2ymJKkf2YiTBKMMA3EsnswhQQ%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=2J67rfG8z9C0aJyRn5lSTX4jfxA%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=rO2ymJKkf2YiTBKMMA3EsnswhQQ%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=2J67rfG8z9C0aJyRn5lSTX4jfxA%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=rO2ymJKkf2YiTBKMMA3EsnswhQQ%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=2J67rfG8z9C0aJyRn5lSTX4jfxA%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654741656&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=rO2ymJKkf2YiTBKMMA3EsnswhQQ%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:25
2022-06-09 09:27:39.478 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
